Rowid_,VALUE,COUNT,WHRALL,LIFE_FORM,WHRNUM,WHRNAME,WHRTYPE,WHRSIZE,WHRDENSITY,WHR10NUM,WHR10NAME,WHR13NUM,WHR13NAME,SOURCE_NAME,SOURCE_YEAR
,6788,73,MHW1D,HARDWOOD,36,Montane Hardwood,MHW,1,D,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-Napa,2002
,6789,60,RDW5M,CONIFER,44,Redwood,RDW,5,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-Napa,2002
,6791,312,PPN4D,CONIFER,42,Ponderosa Pine,PPN,4,D,30.000000000000000,Conifer,31,Conifer Forest,DFW-Napa,2002
,6792,392,PPN5D,CONIFER,42,Ponderosa Pine,PPN,5,D,30.000000000000000,Conifer,31,Conifer Forest,DFW-Napa,2002
,6795,10,PPN3D,CONIFER,42,Ponderosa Pine,PPN,3,D,30.000000000000000,Conifer,31,Conifer Forest,DFW-Napa,2002
,6799,5564,COW4S,HARDWOOD,10,Coastal Oak Woodland,COW,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,6801,89,CONXM,CONIFER,63,Undetermined Conifer,CON,X,M,30.000000000000000,Conifer,31,Conifer Forest,USDA-NASS,2013
,6802,813,URBXX,URBAN,53,Urban,URB,X,X,80.000000000000000,Urban,80,Urban,DFW-Sac_SanJoaq_Delta,2005
,6803,215,COW5S,HARDWOOD,10,Coastal Oak Woodland,COW,5,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,6804,1367,AGSXX,HERBACEOUS,3,Annual Grassland,AGS,X,X,60.000000000000000,Herbaceous,60,Herbaceous,DFW-Sac_SanJoaq_Delta,2005
,6805,14,RDW4M,CONIFER,44,Redwood,RDW,4,M,30.000000000000000,Conifer,31,Conifer Forest,DFW-Napa,2002
,6806,1,RDW4S,CONIFER,44,Redwood,RDW,4,S,30.000000000000000,Conifer,31,Conifer Forest,DFW-Napa,2002
,6807,3,VRI5S,HARDWOOD,56,Valley Foothill Riparian,VRI,5,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Sac_SanJoaq_Delta,2005
,6809,10,VRI5P,HARDWOOD,56,Valley Foothill Riparian,VRI,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Sac_SanJoaq_Delta,2005
,6812,13,VRI5M,HARDWOOD,56,Valley Foothill Riparian,VRI,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Sac_SanJoaq_Delta,2005
,6813,72,RIVXX,WATER,43,Riverine,RIV,X,X,90.000000000000000,Water,90,Water,DFW-Sac_SanJoaq_Delta,2005
,6814,34,PPN1D,CONIFER,42,Ponderosa Pine,PPN,1,D,30.000000000000000,Conifer,31,Conifer Forest,DFW-Napa,2002
,6819,51,VRI5D,HARDWOOD,56,Valley Foothill Riparian,VRI,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Sac_SanJoaq_Delta,2005
,6820,264,FEWXX,HERBACEOUS,22,Fresh Emergent Wetland,FEW,X,X,100.000000000000000,Wetland,100,Wetland,DFW-Sac_SanJoaq_Delta,2005
,6821,9,BARXX,BARREN/OTHER,6,Barren,BAR,X,X,20.000000000000000,Barren/Other,20,Barren/Other,DFW-Sac_SanJoaq_Delta,2005
,6823,449,CRPXX,AGRICULTURE,60,Cropland,CRP,X,X,10.000000000000000,Agriculture,10,Agriculture,DFW-Sac_SanJoaq_Delta,2005
,6824,3,VRIXX,SHRUB,56,Valley Foothill Riparian,VRI,X,X,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Sac_SanJoaq_Delta,2005
,6827,15,VRI4M,HARDWOOD,56,Valley Foothill Riparian,VRI,4,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Sac_SanJoaq_Delta,2005
,6830,232,SEWXX,HERBACEOUS,49,Saline Emergent Wetland,SEW,X,X,100.000000000000000,Wetland,100,Wetland,DFW-Sac_SanJoaq_Delta,2005
,6831,30,VRI4P,HARDWOOD,56,Valley Foothill Riparian,VRI,4,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Sac_SanJoaq_Delta,2005
,6832,29,VRI4D,HARDWOOD,56,Valley Foothill Riparian,VRI,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Sac_SanJoaq_Delta,2005
,6833,4,VRI4S,HARDWOOD,56,Valley Foothill Riparian,VRI,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Sac_SanJoaq_Delta,2005
,6834,468,COW3S,HARDWOOD,10,Coastal Oak Woodland,COW,3,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,6885,30,COW1D,HARDWOOD,10,Coastal Oak Woodland,COW,1,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,6895,753,EUC5M,HARDWOOD,77,Eucalyptus,EUC,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
,6909,47,CONXS,CONIFER,63,Undetermined Conifer,CON,X,S,30.000000000000000,Conifer,31,Conifer Forest,USDA-NASS,2013
,6914,42,PGSXX,HERBACEOUS,39,Perennial Grassland,PGS,X,X,60.000000000000000,Herbaceous,60,Herbaceous,DFW-WestSacValley,2009
,6921,11,CON5P,CONIFER,63,Undetermined Conifer,CON,5,P,30.000000000000000,Conifer,31,Conifer Forest,USDA-NASS,2013
,6927,13,DFR1P,CONIFER,14,Douglas Fir,DFR,1,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastS,2007
,6937,1,VRI5P,HARDWOOD,56,Valley Foothill Riparian,VRI,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,USDA-NASS,2013
,6943,322,EUC5P,HARDWOOD,77,Eucalyptus,EUC,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
,6945,46,VRI4S,HARDWOOD,56,Valley Foothill Riparian,VRI,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,USDA-NASS,2013
,6946,1446,EUC5S,HARDWOOD,77,Eucalyptus,EUC,5,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
,6954,672,BOP5P,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-WestSacValley,2009
,6966,4,EUC4S,HARDWOOD,77,Eucalyptus,EUC,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,6968,48,EUC4M,HARDWOOD,77,Eucalyptus,EUC,4,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,6969,39,EUC5S,HARDWOOD,77,Eucalyptus,EUC,5,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,6970,229,EUC4D,HARDWOOD,77,Eucalyptus,EUC,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,6972,40,EUC4P,HARDWOOD,77,Eucalyptus,EUC,4,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,6974,5,HDW5D,HARDWOOD,76,Undetermined Hardwood,HDW,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,USDA-NASS,2013
,6975,1350,EUC5D,HARDWOOD,77,Eucalyptus,EUC,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,6978,93,EUC5P,HARDWOOD,77,Eucalyptus,EUC,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,7007,27,VRI5D,HARDWOOD,56,Valley Foothill Riparian,VRI,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,USDA-NASS,2013
,7016,2,HDWXM,HARDWOOD,76,Undetermined Hardwood,HDW,X,M,50.000000000000000,Hardwood,52,Hardwood Woodland,USDA-NASS,2013
,7021,229,URBXD,URBAN,53,Urban,URB,X,D,80.000000000000000,Urban,80,Urban,DFW-Napa,2002
,7022,116,URBXM,URBAN,53,Urban,URB,X,M,80.000000000000000,Urban,80,Urban,DFW-Napa,2002
,7023,92,URBXS,URBAN,53,Urban,URB,X,S,80.000000000000000,Urban,80,Urban,DFW-Napa,2002
,7024,105,URBXP,URBAN,53,Urban,URB,X,P,80.000000000000000,Urban,80,Urban,DFW-Napa,2002
,7025,2,URB4S,URBAN,53,Urban,URB,4,S,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastS,2007
,7038,24,MHW1M,HARDWOOD,36,Montane Hardwood,MHW,1,M,50.000000000000000,Hardwood,51,Hardwood Forest,DFW-Napa,2002
,7044,41,URB4D,URBAN,53,Urban,URB,4,D,80.000000000000000,Urban,80,Urban,DFW-Napa,2002
,7046,12,URB4X,URBAN,53,Urban,URB,4,X,80.000000000000000,Urban,80,Urban,DFW-Napa,2002
,7048,1,URB4P,URBAN,53,Urban,URB,4,P,80.000000000000000,Urban,80,Urban,DFW-Napa,2002
,7050,12,HDWXD,HARDWOOD,76,Undetermined Hardwood,HDW,X,D,50.000000000000000,Hardwood,52,Hardwood Woodland,USDA-NASS,2013
,7052,2,HDW4S,HARDWOOD,76,Undetermined Hardwood,HDW,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,USDA-NASS,2013
,7117,5858,BOW4D,HARDWOOD,9,Blue Oak Woodland,BOW,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7118,1164,BOW4S,HARDWOOD,9,Blue Oak Woodland,BOW,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7119,1834,BOW3S,HARDWOOD,9,Blue Oak Woodland,BOW,3,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7123,16,BOP4P,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,4,P,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-WestSacValley,2009
,7124,54081,AGSXX,HERBACEOUS,3,Annual Grassland,AGS,X,X,60.000000000000000,Herbaceous,60,Herbaceous,CALVEG-CentralCoast,1998
,7125,3609,BOW4P,HARDWOOD,9,Blue Oak Woodland,BOW,4,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7128,519,MHW2D,HARDWOOD,36,Montane Hardwood,MHW,2,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast/CALFIRE update,1998
,7131,3399,BOW3D,HARDWOOD,9,Blue Oak Woodland,BOW,3,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7134,3,CON2P,CONIFER,63,Undetermined Conifer,CON,2,P,30.000000000000000,Conifer,31,Conifer Forest,USDA-NASS,2013
,7135,1121,BOW4M,HARDWOOD,9,Blue Oak Woodland,BOW,4,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7138,1842,BOW3P,HARDWOOD,9,Blue Oak Woodland,BOW,3,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7139,153,MHW4P,HARDWOOD,36,Montane Hardwood,MHW,4,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast/CALFIRE update,1998
,7143,4,EUC3D,HARDWOOD,77,Eucalyptus,EUC,3,D,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,7144,9,COW4D,HARDWOOD,10,Coastal Oak Woodland,COW,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,1994
,7145,81,MHW2M,HARDWOOD,36,Montane Hardwood,MHW,2,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast/CALFIRE update,1998
,7146,373,CRCXX,SHRUB,12,Chamise-Redshank Chaparral,CRC,X,X,70.000000000000000,Shrub,70,Shrub,CALVEG-CentralCoast,1998
,7147,2,COW4S,HARDWOOD,10,Coastal Oak Woodland,COW,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,1998
,7149,7,CON2S,CONIFER,63,Undetermined Conifer,CON,2,S,30.000000000000000,Conifer,31,Conifer Forest,USDA-NASS,2013
,7150,8,VRI3M,HARDWOOD,56,Valley Foothill Riparian,VRI,3,M,50.000000000000000,Hardwood,52,Hardwood Woodland,USDA-NASS,2013
,7153,119,MHW4M,HARDWOOD,36,Montane Hardwood,MHW,4,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast/CALFIRE update,1998
,7159,21,MHW4S,HARDWOOD,36,Montane Hardwood,MHW,4,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast/CALFIRE update,1998
,7166,221,MHW4D,HARDWOOD,36,Montane Hardwood,MHW,4,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast/CALFIRE update,1998
,7169,211,BOP3D,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,3,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7172,467,BOW3M,HARDWOOD,9,Blue Oak Woodland,BOW,3,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7177,26,BOP3P,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,3,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7185,205,BOP4D,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7195,362,VOW5P,HARDWOOD,55,Valley Oak Woodland,VOW,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7201,7,URB3M,URBAN,53,Urban,URB,3,M,80.000000000000000,Urban,80,Urban,DFW-WestSacValley,2009
,7207,18,URB3D,URBAN,53,Urban,URB,3,D,80.000000000000000,Urban,80,Urban,DFW-WestSacValley,2009
,7226,22,COW2S,HARDWOOD,10,Coastal Oak Woodland,COW,2,S,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,7234,5,CON5S,CONIFER,63,Undetermined Conifer,CON,5,S,30.000000000000000,Conifer,31,Conifer Forest,USDA-NASS,2013
,7240,204,COW4D,HARDWOOD,10,Coastal Oak Woodland,COW,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7246,167,VOW5M,HARDWOOD,55,Valley Oak Woodland,VOW,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7280,340,VOW4P,HARDWOOD,55,Valley Oak Woodland,VOW,4,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7305,65,VOW5S,HARDWOOD,55,Valley Oak Woodland,VOW,5,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7312,35,BOP5D,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7313,142,VOW4M,HARDWOOD,55,Valley Oak Woodland,VOW,4,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7316,190,VOW4D,HARDWOOD,55,Valley Oak Woodland,VOW,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7319,7,VOW3S,HARDWOOD,55,Valley Oak Woodland,VOW,3,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7323,87,BOW2D,HARDWOOD,9,Blue Oak Woodland,BOW,2,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7324,679,VOW5D,HARDWOOD,55,Valley Oak Woodland,VOW,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7327,115,MCHXX,SHRUB,32,Mixed Chaparral,MCH,X,X,70.000000000000000,Shrub,70,Shrub,CALVEG-CentralCoast,1998
,7333,6377,CRPXX,AGRICULTURE,60,Cropland,CRP,X,X,10.000000000000000,Agriculture,10,Agriculture,CALVEG-CentralCoast,1998
,7343,3,VRI3S,HARDWOOD,56,Valley Foothill Riparian,VRI,3,S,50.000000000000000,Hardwood,52,Hardwood Woodland,USDA-NASS,2013
,7346,1,HDWXP,HARDWOOD,76,Undetermined Hardwood,HDW,X,P,50.000000000000000,Hardwood,52,Hardwood Woodland,USDA-NASS,2013
,7349,81,COW3D,HARDWOOD,10,Coastal Oak Woodland,COW,3,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7351,137,COW4P,HARDWOOD,10,Coastal Oak Woodland,COW,4,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7366,39,BOW5D,HARDWOOD,9,Blue Oak Woodland,BOW,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7372,27071,AGSXX,HERBACEOUS,3,Annual Grassland,AGS,X,X,60.000000000000000,Herbaceous,60,Herbaceous,CALVEG-CentralCoast,2000
,7379,620,COW4M,HARDWOOD,10,Coastal Oak Woodland,COW,4,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,2000
,7385,642,VRI5D,HARDWOOD,56,Valley Foothill Riparian,VRI,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,2000
,7387,2160,COW4D,HARDWOOD,10,Coastal Oak Woodland,COW,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,2000
,7389,17,RDW2D,CONIFER,44,Redwood,RDW,2,D,30.000000000000000,Conifer,31,Conifer Forest,DFW-Napa,2002
,7390,670,COW4P,HARDWOOD,10,Coastal Oak Woodland,COW,4,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,2000
,7395,484,COW4S,HARDWOOD,10,Coastal Oak Woodland,COW,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,2000
,7405,10836,CRPXX,AGRICULTURE,60,Cropland,CRP,X,X,10.000000000000000,Agriculture,10,Agriculture,CALVEG-CentralCoast,2000
,7409,204795,URBXX,URBAN,53,Urban,URB,X,X,80.000000000000000,Urban,80,Urban,CALVEG-CentralCoast,2000
,7415,14,BOW5M,HARDWOOD,9,Blue Oak Woodland,BOW,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7422,5120,URBXX,URBAN,53,Urban,URB,X,X,80.000000000000000,Urban,80,Urban,CALVEG-CentralCoast,1998
,7428,18,DSCXX,SHRUB,17,Desert Scrub,DSC,X,X,40.000000000000000,Desert,41,Desert Shrub,CALVEG-NorthCoastS,2007
,7429,108,EUC3S,HARDWOOD,77,Eucalyptus,EUC,3,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
,7455,22,VRI5M,HARDWOOD,56,Valley Foothill Riparian,VRI,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,2000
,7456,229,URB4P,URBAN,53,Urban,URB,4,P,80.000000000000000,Urban,80,Urban,CALVEG-CentralCoast,2000
,7458,440,URB4D,URBAN,53,Urban,URB,4,D,80.000000000000000,Urban,80,Urban,CALVEG-CentralCoast,2000
,7459,269,URB4S,URBAN,53,Urban,URB,4,S,80.000000000000000,Urban,80,Urban,CALVEG-CentralCoast,2000
,7460,332,URB4M,URBAN,53,Urban,URB,4,M,80.000000000000000,Urban,80,Urban,CALVEG-CentralCoast,2000
,7461,13,VRI5P,HARDWOOD,56,Valley Foothill Riparian,VRI,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,2000
,7465,10,VRI5S,HARDWOOD,56,Valley Foothill Riparian,VRI,5,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,2000
,7486,256,EUC3M,HARDWOOD,77,Eucalyptus,EUC,3,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
,7520,45,EUC3P,HARDWOOD,77,Eucalyptus,EUC,3,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
,7549,123,LACXX,WATER,28,Lacustrine,LAC,X,X,90.000000000000000,Water,90,Water,CALVEG-CentralCoast,1998
,7550,1,HDWXS,HARDWOOD,76,Undetermined Hardwood,HDW,X,S,50.000000000000000,Hardwood,52,Hardwood Woodland,USDA-NASS,2013
,7560,407,BOW2M,HARDWOOD,9,Blue Oak Woodland,BOW,2,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7571,51,COW4S,HARDWOOD,10,Coastal Oak Woodland,COW,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7573,23,MHW5P,HARDWOOD,36,Montane Hardwood,MHW,5,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast,1998
,7579,236,COW3M,HARDWOOD,10,Coastal Oak Woodland,COW,3,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
,7580,2079,COW3D,HARDWOOD,10,Coastal Oak Woodland,COW,3,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
,7581,93,MHW4P,HARDWOOD,36,Montane Hardwood,MHW,4,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast,1998
,7582,35,MHW5D,HARDWOOD,36,Montane Hardwood,MHW,5,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast,1998
,7583,23,COW3P,HARDWOOD,10,Coastal Oak Woodland,COW,3,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7588,20,MHW3P,HARDWOOD,36,Montane Hardwood,MHW,3,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast/CALFIRE update,1998
,7589,49,COW5D,HARDWOOD,10,Coastal Oak Woodland,COW,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
,7591,19,MHW5M,HARDWOOD,36,Montane Hardwood,MHW,5,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast,1998
,7592,31,MHW3P,HARDWOOD,36,Montane Hardwood,MHW,3,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast,1998
,7593,390,BOW4D,HARDWOOD,9,Blue Oak Woodland,BOW,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,2000
,7594,292,MHW2S,HARDWOOD,36,Montane Hardwood,MHW,2,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast/CALFIRE update,1998
,7595,18,COW3M,HARDWOOD,10,Coastal Oak Woodland,COW,3,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7601,71,COW2D,HARDWOOD,10,Coastal Oak Woodland,COW,2,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
,7606,114,COW2M,HARDWOOD,10,Coastal Oak Woodland,COW,2,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
,7611,646,AGSXX,HERBACEOUS,3,Annual Grassland,AGS,X,X,60.000000000000000,Herbaceous,60,Herbaceous,USDA-NASS,2013
,7612,29,EUC5M,HARDWOOD,77,Eucalyptus,EUC,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,DFW-Napa,2002
,7620,149,VOW3D,HARDWOOD,55,Valley Oak Woodland,VOW,3,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
,7622,27539,COW4D,HARDWOOD,10,Coastal Oak Woodland,COW,4,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2000
,7624,4402,COW4M,HARDWOOD,10,Coastal Oak Woodland,COW,4,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2000
,7626,35,COW5M,HARDWOOD,10,Coastal Oak Woodland,COW,5,M,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
,7627,98790,AGSXX,HERBACEOUS,3,Annual Grassland,AGS,X,X,60.000000000000000,Herbaceous,60,Herbaceous,CALVEG-NorthCoastS,2000
,7628,16097,SEWXX,HERBACEOUS,49,Saline Emergent Wetland,SEW,X,X,100.000000000000000,Wetland,100,Wetland,DFW-Napa,2002
,7631,644,MRI5D,HARDWOOD,37,Montane Riparian,MRI,5,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastS,2000
,7632,78802,URBXX,URBAN,53,Urban,URB,X,X,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastS,2000
,7636,1,URB4M,URBAN,53,Urban,URB,4,M,80.000000000000000,Urban,80,Urban,DFW-Napa,2002
,7637,166,COW3P,HARDWOOD,10,Coastal Oak Woodland,COW,3,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
,7639,25,BOW2D,HARDWOOD,9,Blue Oak Woodland,BOW,2,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
,7642,1,VRI5D,HARDWOOD,56,Valley Foothill Riparian,VRI,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralCoast,1998
,7643,18376,LACXX,WATER,28,Lacustrine,LAC,X,X,90.000000000000000,Water,90,Water,CALVEG-CentralCoast,2000
,7645,2144,EUC5D,HARDWOOD,77,Eucalyptus,EUC,5,D,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2000
,7646,15836,BARXX,BARREN/OTHER,6,Barren,BAR,X,X,20.000000000000000,Barren/Other,20,Barren/Other,CALVEG-NorthCoastS,2000
,7651,98,MRI5M,HARDWOOD,37,Montane Riparian,MRI,5,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastS,2000
,7652,100,MRI5P,HARDWOOD,37,Montane Riparian,MRI,5,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastS,2000
,7654,7220,SEWXX,HERBACEOUS,49,Saline Emergent Wetland,SEW,X,X,100.000000000000000,Wetland,100,Wetland,CALVEG-CentralCoast,2000
,7657,22,MRI5S,HARDWOOD,37,Montane Riparian,MRI,5,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastS,2000
,7658,9,URBXS,URBAN,53,Urban,URB,X,S,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastS,2000
,7659,13,URBXM,URBAN,53,Urban,URB,X,M,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastS,2000
,7660,144,URBXD,URBAN,53,Urban,URB,X,D,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastS,2000
,7661,6,URBXP,URBAN,53,Urban,URB,X,P,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastS,2000
,7665,39785,LACXX,WATER,28,Lacustrine,LAC,X,X,90.000000000000000,Water,90,Water,CALVEG-NorthCoastS,2000
,7673,46557,WATXX,WATER,57,Water,WAT,X,X,90.000000000000000,Water,90,Water,NPS-PointReyes,2003
,7681,674,MHW4D,HARDWOOD,36,Montane Hardwood,MHW,4,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast,1998
,7684,14,MHW2P,HARDWOOD,36,Montane Hardwood,MHW,2,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralCoast,1998
